epoch,f1-score,iou_score,loss,lr,precision,recall,val_f1-score,val_iou_score,val_loss,val_precision,val_recall
0,0.4805155098438263,0.32215189933776855,0.668610155582428,1e-04,0.34445351362228394,0.48935893177986145,0.3028026521205902,0.1793714463710785,1.0378994941711426,0.21256083250045776,0.45695364475250244
1,0.6112307906150818,0.4412234127521515,0.5117779970169067,1e-04,0.568114161491394,0.5493571162223816,0.6852158308029175,0.524730384349823,0.4210056960582733,0.677603542804718,0.6059615015983582
2,0.6505177617073059,0.4831753373146057,0.4611279368400574,1e-04,0.6366214156150818,0.5826366543769836,0.7182205319404602,0.5640336275100708,0.38170117139816284,0.7069423794746399,0.6545267105102539
3,0.6730772852897644,0.5082474946975708,0.4320354759693146,1e-04,0.6701444387435913,0.6040849089622498,0.7297772765159607,0.5785102844238281,0.36364245414733887,0.7333070039749146,0.6623216867446899
4,0.6879412531852722,0.525287926197052,0.4131554067134857,1e-04,0.6902863383293152,0.6190263032913208,0.7418869137763977,0.5933994054794312,0.3489427864551544,0.7539629340171814,0.6773121356964111
5,0.6997392177581787,0.5391213297843933,0.39785340428352356,1e-04,0.7057390213012695,0.6307049989700317,0.7539372444152832,0.6090443730354309,0.3316723704338074,0.7680519223213196,0.687726616859436
6,0.7102727890014648,0.5516224503517151,0.3844756782054901,1e-04,0.7186886668205261,0.6413934826850891,0.7607477307319641,0.6175775527954102,0.3266300559043884,0.7561719417572021,0.7040203213691711
7,0.7181727290153503,0.5611424446105957,0.3746214210987091,1e-04,0.7286717295646667,0.6493016481399536,0.7610300183296204,0.6182749271392822,0.3249126374721527,0.7699180841445923,0.7091913223266602
8,0.7256248593330383,0.5702721476554871,0.3652414381504059,1e-04,0.7372722625732422,0.6573209166526794,0.7691483497619629,0.6283105611801147,0.31122228503227234,0.7959432005882263,0.6936256289482117
9,0.7311896681785583,0.5772405862808228,0.3581555187702179,1e-04,0.7437512874603271,0.6631693243980408,0.7714776992797852,0.6318187713623047,0.30598780512809753,0.8107798099517822,0.6956795454025269
10,0.7358420491218567,0.5829189419746399,0.3519904315471649,1e-04,0.7493764162063599,0.6682251691818237,0.7789730429649353,0.6416632533073425,0.30010098218917847,0.7961875200271606,0.719900906085968
11,0.7408774495124817,0.5892162919044495,0.3455563485622406,1e-04,0.7554750442504883,0.6734497547149658,0.7796869277954102,0.6422641277313232,0.2984682619571686,0.8059771060943604,0.7087517976760864
12,0.7443303465843201,0.5936831831932068,0.34102290868759155,1e-04,0.7597355246543884,0.6770035028457642,0.7857144474983215,0.6506325006484985,0.29093578457832336,0.8024474382400513,0.724399983882904
13,0.7488312721252441,0.5993793606758118,0.3351519703865051,1e-04,0.7647880911827087,0.6819618344306946,0.7879112362861633,0.6535369157791138,0.2897389829158783,0.7965444326400757,0.7345695495605469
14,0.7508398294448853,0.6019350290298462,0.3326908051967621,1e-04,0.7670432925224304,0.6841184496879578,0.7895494699478149,0.655777633190155,0.28442198038101196,0.8200594782829285,0.7211271524429321
15,0.754327118396759,0.6064460277557373,0.3280315697193146,1e-04,0.7712333798408508,0.687761127948761,0.7900604009628296,0.6566928029060364,0.2844235897064209,0.810874879360199,0.7309765815734863
16,0.7572475671768188,0.610216498374939,0.3241477310657501,1e-04,0.7746617794036865,0.690967857837677,0.7943505644798279,0.6621439456939697,0.2831956446170807,0.7965382933616638,0.7447322010993958
17,0.7596248388290405,0.6133017539978027,0.3212510049343109,1e-04,0.7769307494163513,0.6937181949615479,0.7926389575004578,0.6597374081611633,0.2828303277492523,0.8110080361366272,0.7324562668800354
18,0.7621110677719116,0.6165138483047485,0.3179641664028168,1e-04,0.7797181606292725,0.6963769197463989,0.7911942601203918,0.6575908064842224,0.2816843092441559,0.8392159938812256,0.7122921347618103
19,0.7643412351608276,0.6194290518760681,0.31496885418891907,1e-04,0.7823055982589722,0.6988969445228577,0.7964528203010559,0.6649772524833679,0.2758089005947113,0.8272271752357483,0.7286685109138489
20,0.7661240696907043,0.6217103600502014,0.31259259581565857,1e-04,0.784774661064148,0.7004567980766296,0.7990555167198181,0.6685791611671448,0.27438053488731384,0.8194912672042847,0.7420289516448975
21,0.7690046429634094,0.6255558729171753,0.30883780121803284,1e-04,0.7879778146743774,0.7036669850349426,0.8012024164199829,0.6714115142822266,0.2763049900531769,0.7975798845291138,0.7644945383071899
22,0.7702298164367676,0.6272277235984802,0.30712953209877014,1e-04,0.7893272042274475,0.705091655254364,0.7999678254127502,0.6697516441345215,0.2758338749408722,0.8049983978271484,0.7571806907653809
23,0.7717847228050232,0.6292721033096313,0.3051302433013916,1e-04,0.7909680604934692,0.7067736983299255,0.8008281588554382,0.671099841594696,0.2727806866168976,0.8146767616271973,0.7494738101959229
24,0.7739431262016296,0.6321418285369873,0.30245062708854675,1e-04,0.7935635447502136,0.709277868270874,0.8016881942749023,0.6720163822174072,0.2735230624675751,0.8110098838806152,0.7514581680297852
25,0.7754231691360474,0.6340945363044739,0.30042213201522827,1e-04,0.7950688600540161,0.710904598236084,0.8053076863288879,0.6771040558815002,0.26707711815834045,0.8176517486572266,0.7537820935249329
26,0.7774239778518677,0.6367648243904114,0.29766228795051575,1e-04,0.7972663640975952,0.7130638360977173,0.8051456212997437,0.6767271757125854,0.266753613948822,0.8240806460380554,0.7485153079032898
27,0.7786615490913391,0.6384093761444092,0.29619741439819336,1e-04,0.7984669208526611,0.7143648862838745,0.8028126358985901,0.6739344000816345,0.26671528816223145,0.8341959118843079,0.7397012114524841
28,0.7802167534828186,0.6404765844345093,0.2942343056201935,1e-04,0.8002530336380005,0.7162386775016785,0.8063239455223083,0.6785464286804199,0.2636042833328247,0.8385524749755859,0.7424505352973938
29,0.7822622656822205,0.6432223320007324,0.2914782762527466,1e-04,0.8024805784225464,0.7184091806411743,0.8061221241950989,0.6779568791389465,0.26490727066993713,0.841113805770874,0.7390831708908081
30,0.7833036780357361,0.6446106433868408,0.2902945280075073,1e-04,0.8033207654953003,0.7197586297988892,0.8085252046585083,0.681515634059906,0.2623341977596283,0.8319273591041565,0.7519903182983398
31,0.7842888832092285,0.6459181308746338,0.28883689641952515,1e-04,0.8046500086784363,0.7207584977149963,0.8071653246879578,0.6797048449516296,0.26395389437675476,0.8346632719039917,0.7496436834335327
32,0.7848045229911804,0.6466264128684998,0.2881288528442383,1e-04,0.8050670027732849,0.7214444875717163,0.8098307251930237,0.6832740902900696,0.26139771938323975,0.8284652829170227,0.7551344633102417
33,0.7863194942474365,0.6487239003181458,0.2861385941505432,1e-04,0.8067824244499207,0.7230873703956604,0.8102801442146301,0.6839002370834351,0.26081639528274536,0.8305112719535828,0.7562103867530823
34,0.7877519726753235,0.650662362575531,0.28426846861839294,1e-04,0.8082508444786072,0.7249400019645691,0.809414267539978,0.6826031804084778,0.2668275833129883,0.8061465620994568,0.7744424939155579
35,0.7896739840507507,0.6532098650932312,0.2818182706832886,1e-04,0.8104125261306763,0.7267594933509827,0.8122453689575195,0.6864646673202515,0.25866207480430603,0.8293968439102173,0.7581982612609863
36,0.7896115183830261,0.6531391739845276,0.2818768620491028,1e-04,0.8104989528656006,0.7267727851867676,0.8081878423690796,0.6809021234512329,0.260172039270401,0.8522558212280273,0.7369753122329712
37,0.7906899452209473,0.6546599268913269,0.28041741251945496,1e-04,0.811410665512085,0.7281444072723389,0.8119180202484131,0.6862558722496033,0.25693702697753906,0.8475663661956787,0.7489081621170044
38,0.7920646667480469,0.6564934849739075,0.2786952257156372,1e-04,0.8127414584159851,0.7298271059989929,0.8139426708221436,0.6888601183891296,0.25802212953567505,0.8168755173683167,0.7698137164115906
39,0.7921472191810608,0.6566534042358398,0.27847403287887573,1e-04,0.8131133317947388,0.7296906113624573,0.8154242634773254,0.691011905670166,0.2566037178039551,0.8225412964820862,0.7726110219955444
40,0.7941136360168457,0.6593138575553894,0.2759370505809784,1e-04,0.815485417842865,0.7317665219306946,0.8148104548454285,0.6901760697364807,0.2553679943084717,0.8358852863311768,0.7604116201400757
41,0.7947283983230591,0.6601625680923462,0.2751592993736267,1e-04,0.8157488703727722,0.7326822280883789,0.8110226988792419,0.6848435997962952,0.26228657364845276,0.8279125690460205,0.7652386426925659
42,0.7950881123542786,0.6607525944709778,0.27461951971054077,1e-04,0.8159762024879456,0.7332908511161804,0.813285231590271,0.6879286766052246,0.25569140911102295,0.8495069742202759,0.7498384118080139
43,0.7959087491035461,0.6618220210075378,0.27365025877952576,1e-04,0.8171288967132568,0.7339686155319214,0.8147404193878174,0.6899973154067993,0.25485947728157043,0.8434693217277527,0.7551673650741577
44,0.7971522212028503,0.6635144948959351,0.27195632457733154,1e-04,0.818092405796051,0.7355577945709229,0.8150836825370789,0.6905842423439026,0.252992182970047,0.8493871688842773,0.7522151470184326
45,0.797844648361206,0.6645534634590149,0.27105849981307983,1e-04,0.8190624713897705,0.7362547516822815,0.8162936568260193,0.6921646595001221,0.25433701276779175,0.8301653861999512,0.7683111429214478
46,0.7981768846511841,0.6648576855659485,0.2706149220466614,1e-04,0.8193836808204651,0.7366015911102295,0.8175908923149109,0.6941291689872742,0.2514650225639343,0.8366633653640747,0.7662860751152039
47,0.7991160750389099,0.6662256121635437,0.2692640423774719,1e-04,0.8205974102020264,0.7376227378845215,0.8154146075248718,0.6910408735275269,0.25423991680145264,0.8440942764282227,0.7584125995635986
48,0.799465000629425,0.6667388677597046,0.2688446640968323,1e-04,0.8207640051841736,0.7381945848464966,0.8180444836616516,0.6945483684539795,0.2526531517505646,0.8342803716659546,0.768703281879425
49,0.8002269268035889,0.6678490042686462,0.26789477467536926,1e-04,0.8214529156684875,0.7390730381011963,0.8186912536621094,0.6955072283744812,0.2517157793045044,0.8333988189697266,0.7688493132591248
50,0.8032345175743103,0.6719657182693481,0.26383522152900696,5e-05,0.8246743679046631,0.7421802282333374,0.818463921546936,0.6951290369033813,0.2497740089893341,0.8526878952980042,0.7561696767807007
51,0.8039808869361877,0.6730950474739075,0.2627243101596832,5e-05,0.8252778053283691,0.7432712912559509,0.8180989623069763,0.694811224937439,0.2492651343345642,0.8533077836036682,0.7554727792739868
52,0.8045318722724915,0.6738412976264954,0.2619597017765045,5e-05,0.8261165022850037,0.7437978982925415,0.818764328956604,0.6957117915153503,0.24859243631362915,0.8530255556106567,0.7576225996017456
53,0.8050859570503235,0.6746193766593933,0.261332631111145,5e-05,0.8264461755752563,0.7446359395980835,0.821258544921875,0.6992547512054443,0.24764293432235718,0.842360258102417,0.7679821848869324
54,0.8054894208908081,0.6750821471214294,0.2607060968875885,5e-05,0.8270835280418396,0.7449015378952026,0.8205799460411072,0.6983203291893005,0.2483925223350525,0.8458170294761658,0.7649757862091064
55,0.805998682975769,0.675835907459259,0.2601284384727478,5e-05,0.8275626301765442,0.7455098628997803,0.8199941515922546,0.6973924040794373,0.2500273287296295,0.8385540843009949,0.770416796207428
56,0.8062758445739746,0.6762635111808777,0.259708970785141,5e-05,0.8278650045394897,0.7458942532539368,0.8195559978485107,0.6968094706535339,0.24854032695293427,0.8542695641517639,0.7581771016120911
57,0.8076695203781128,0.6781847476959229,0.25783252716064453,2.5e-05,0.8289085626602173,0.7474991083145142,0.8208532929420471,0.6986255645751953,0.24736422300338745,0.8499165177345276,0.7630185484886169
58,0.8080313801765442,0.6787049770355225,0.25734642148017883,2.5e-05,0.8295078277587891,0.7479129433631897,0.8207924365997314,0.6985219717025757,0.24718499183654785,0.8530870676040649,0.7610288262367249
59,0.8083764314651489,0.6791983246803284,0.25687605142593384,2.5e-05,0.829807460308075,0.748325526714325,0.8217312693595886,0.6999573111534119,0.24779900908470154,0.8426529765129089,0.771467387676239
60,0.8084583878517151,0.6792718768119812,0.2568431496620178,2.5e-05,0.8302026987075806,0.7482821345329285,0.8193080425262451,0.6964907646179199,0.2479468584060669,0.8606655597686768,0.7538042664527893
61,0.8086014986038208,0.6795080304145813,0.25657421350479126,2.5e-05,0.8304274678230286,0.7483950257301331,0.8210137486457825,0.6988168954849243,0.2479051798582077,0.8477157950401306,0.7657503485679626
62,0.8092217445373535,0.6803826689720154,0.2558656930923462,1.25e-05,0.8305209279060364,0.749348521232605,0.8208043575286865,0.6986504197120667,0.2466927170753479,0.8548519611358643,0.7604100108146667
63,0.8094197511672974,0.6807336211204529,0.2554234266281128,1.25e-05,0.8310883641242981,0.7493847012519836,0.8215697407722473,0.699657678604126,0.2465498149394989,0.8512287735939026,0.764621913433075
64,0.8096320033073425,0.6809432506561279,0.25517308712005615,1.25e-05,0.8309630751609802,0.749839723110199,0.821948766708374,0.7002472281455994,0.2464148998260498,0.8510082960128784,0.7652767896652222
65,0.8100196719169617,0.6815404891967773,0.2547057569026947,1.25e-05,0.8314863443374634,0.7502221465110779,0.8219688534736633,0.7002757787704468,0.24690522253513336,0.8494257926940918,0.7667755484580994
66,0.8098520040512085,0.6812430620193481,0.25482726097106934,1.25e-05,0.8314341902732849,0.7499659657478333,0.8219430446624756,0.7002115249633789,0.24702498316764832,0.8489655256271362,0.7665746212005615
67,0.810036838054657,0.6814693808555603,0.2545996904373169,1.25e-05,0.8315703272819519,0.7502231597900391,0.8215420842170715,0.6996850371360779,0.2465912401676178,0.8531272411346436,0.7634549140930176
68,0.810286283493042,0.6819462180137634,0.254269540309906,6.25e-06,0.8315562009811401,0.7506495118141174,0.8218041062355042,0.6999993920326233,0.2466943860054016,0.8512371778488159,0.7647819519042969
69,0.8100581169128418,0.681582510471344,0.25453174114227295,6.25e-06,0.8316468000411987,0.7501809000968933,0.8217901587486267,0.6999959349632263,0.2467595934867859,0.8504786491394043,0.765742838382721
